#OTU_IDs	16S_rRNA_Count
4461716	3
4413396	2
293014	4
4413393	1
279187	3
279186	3
766917	2
162538	2
2818943	3
275711	3
787368	2
766918	1
2063499	1
510220	2
239026	1
512413	4
787365	5
239025	2
930782	5
231612	1
843283	3
360730	4
228107	2
518430	4
3181012	2
4382169	6
2459569	4
2610087	2
4382161	5
2610083	1
1081725	3
323182	6
323189	3
2131342	2
2131344	3
69575	2
315137	3
315136	4
315132	2
4366845	5
4366843	5
4424651	7
4424654	6
4424655	5
436143	10
650012	2
1139850	9
4427308	2
998265	4
650019	3
829106	6
829107	1
219925	3
240497	1
821373	6
821372	4
4365577	5
4365576	6
626903	3
240498	3
4317180	4
556862	2
556863	2
1042386	3
559513	3
311931	3
135303	3
4423172	5
559519	8
311934	5
3199478	2
17524	3
3432765	3
255914	3
88772	2
518487	2
976116	2
325868	5
162582	3
833871	2
519152	3
833876	9
235615	2
833878	2
235611	10
235610	8
543828	3
1137224	3
124424	2
4325218	4
4325219	3
175407	3
4325213	2
4325217	3
4325214	1
532739	1
1126931	3
1126930	3
306866	1
245199	2
8638	6
306865	3
2801322	2
958496	4
3779415	4
152286	3
3430101	3
4354081	1
152282	4
1086845	3
4422225	1
273552	4
306861	3
823998	1
823993	2
1856545	5
823991	4
823990	3
927604	8
927606	3
4398746	2
3290347	2
831040	9
243145	2
568472	4
321768	3
4371498	5
321764	3
321762	2
321761	2
4317896	4
860263	5
860267	3
421780	5
368173	1
803817	6
512419	3
191833	1
191836	3
191837	3
417967	3
417968	8
191838	1
191839	2
512414	2
833659	5
174757	3
174754	3
174755	2
174752	3
174753	10
174751	1
1042383	3
546777	2
4355359	2
1042384	5
401960	3
401965	4
284751	6
3308041	4
244828	3
1137484	3
284759	6
532598	6
4354086	4
701112	3
889880	3
110813	2
541082	2
728392	2
110817	4
110815	5
728396	4
580713	3
162714	7
2177184	1
1513052	4
356245	4
4472482	4
356243	3
242233	1
4472481	6
175064	2
129946	7
129940	12
1140056	1
1140057	3
1140053	3
580162	4
541694	1
580164	2
765254	2
580168	2
765258	5
541699	2
216866	3
4446779	5
151164	2
151165	2
876636	4
151163	1
319588	1
554836	3
1397	2
319581	6
1395	2
554838	2
353545	2
1141646	4
782468	2
4327232	7
4327233	1
1138930	5
708220	1
1138936	3
1138934	3
572156	2
4327238	6
1837989	4
385247	2
572150	3
843215	2
4357730	2
266583	1
4379801	1
266584	2
266587	3
807222	1
160517	2
66896	2
807226	2
807225	4
3234912	4
242232	2
586712	4
1102952	3
1144665	2
670247	1
1023315	10
217734	4
577659	2
217732	2
217733	2
4382570	3
577653	4
577657	2
431737	2
382140	4
1102477	3
261015	2
1102473	3
4357197	3
253709	7
241955	8
241954	2
241957	1
2031741	3
241950	2
241952	1
241958	2
4396309	1
874401	3
824284	5
880618	4
309533	4
309534	4
309537	5
1033018	3
265303	3
1033013	5
824288	4
4324763	1
254211	2
4324765	2
4324764	3
351569	3
4324769	1
351567	6
4393974	1
4405025	2
806570	4
806573	2
192331	4
4404372	3
541691	3
4413436	5
805881	3
4444102	2
766138	4
805884	1
805886	2
1096585	12
885399	5
4314098	7
250244	2
766729	3
105727	5
579647	1
105725	2
535024	2
266034	7
192339	4
141918	2
3984836	3
141916	2
141910	9
673577	3
141913	2
9605	5
9606	5
4345521	1
302614	2
302616	5
302617	6
302610	2
996854	4
996856	2
333360	4
333363	4
333364	3
333366	4
3642506	3
609850	3
274115	3
81010	3
274117	2
106385	5
2708428	1
210856	1
210854	3
344639	4
275648	1
293085	5
4314616	4
113981	3
344636	4
113983	2
113984	3
275643	2
426848	3
275641	1
4350649	2
4350648	2
4350647	2
724725	6
157136	6
157130	3
2353709	3
295662	4
99095	2
295660	3
324846	4
295666	2
295667	4
775682	2
99098	9
99099	3
278148	2
324843	4
578598	2
278140	2
278141	1
278144	2
278145	1
3333	1
4311393	2
58318	2
58314	1
4311399	2
58317	1
58310	2
4402740	5
4346876	3
909910	5
1053559	5
303566	3
303563	5
320841	5
4402747	4
572969	1
572967	3
572965	2
572964	3
4340096	1
142436	3
142437	3
142435	3
142433	3
4305519	8
4305518	10
4305517	3
4305516	9
4305511	3
530505	4
106404	2
1127515	8
530501	3
530500	5
1127518	3
345944	3
1118064	3
1118062	1
341161	4
106409	2
106408	2
183540	5
183545	4
183544	1
1133406	8
4141977	3
1608733	2
883576	4
941078	3
258849	3
318672	5
916103	4
237686	3
916101	3
258845	2
916108	10
4390024	2
3429119	9
4461086	5
4461084	3
4461085	7
1065667	4
4461083	7
4461081	2
279439	3
175496	1
81089	2
4472763	7
681733	5
267849	3
681736	1
267847	3
953444	2
267845	4
267843	6
267841	3
699650	2
565242	1
989579	5
641481	3
565240	2
952794	2
552742	6
1051575	3
3698970	5
72466	5
721601	3
402128	1
4123379	4
4337345	11
4337344	1
4337343	1
63956	3
572153	2
4397554	2
228479	3
63957	3
1085646	6
572151	1
228477	3
228476	3
228475	9
896631	3
594066	9
3188046	1
3188049	3
3223090	2
341916	4
341917	4
131241	4
341915	3
341912	3
2258410	3
2258412	6
690966	4
22289	2
517108	2
2654815	3
690963	1
1107378	4
615603	4
1107376	3
63958	3
615608	3
994823	2
63959	3
4225100	2
266588	6
4317577	3
760399	1
816157	3
2100825	2
807227	7
73335	4
315230	3
184664	3
184669	3
653625	2
315239	4
73339	2
942751	4
555216	3
555217	2
555214	2
1842133	3
555210	3
744617	6
4104869	4
672854	5
824826	2
98554	2
98552	3
4383547	4
4326854	1
4326857	3
204592	1
626820	8
204594	2
94511	1
1035030	3
612375	2
4298225	3
4354831	3
4298220	2
4421183	2
128546	7
579826	2
4346002	4
4346003	3
4346007	3
246356	3
246357	2
4303586	4
256043	1
4453355	3
218105	1
4458707	10
314186	4
185537	5
314189	3
314188	3
185532	6
185530	3
185531	1
135892	2
345118	6
135891	5
135896	3
135897	2
658901	1
345110	5
345111	1
943089	3
345114	7
4363269	1
494185	4
3208679	3
4363260	2
4363263	2
83943	5
4384015	1
1114496	1
1114494	3
70687	4
4467035	9
4467034	10
4467031	2
4467030	2
298379	3
916953	4
298377	3
298374	4
39706	2
1120229	3
236852	5
4371968	4
329481	4
4347351	1
4371960	2
236858	3
568103	2
969526	5
4347358	6
831907	1
930233	3
831904	2
326936	1
831901	1
698702	9
326939	5
2719678	1
1126709	2
102264	8
3900495	4
4389197	1
3960123	6
4389195	1
4389194	2
749737	4
773026	2
285579	2
584068	2
182089	4
182087	4
182086	4
584060	2
182083	1
584065	2
310317	6
321995	4
4413740	3
585332	2
585333	2
585336	3
1091615	1
574039	4
574038	3
758642	5
7788	2
574033	1
574032	2
4360794	3
574035	2
220689	6
720354	9
1115721	6
212106	4
720353	3
199986	2
4319253	3
1115729	2
720358	6
4472978	3
4472979	1
2548203	3
251117	4
4412729	1
690152	5
731533	3
3941832	4
1989891	2
1989890	2
1989892	2
588386	2
4413459	1
913264	2
4334385	3
1904267	2
1904263	3
2874957	4
4456677	3
4428185	5
4428181	4
4428182	3
4428183	2
14535	10
628400	4
14537	10
4428188	5
14531	10
219480	1
4075953	3
241956	1
4075955	3
913263	2
4075956	5
4323534	2
4323531	2
4478013	2
2668702	1
4320845	3
214424	3
1123147	3
322136	9
524448	2
582811	1
582812	3
582813	3
3691533	1
582818	3
214429	4
3691536	5
355981	1
4469837	3
526552	4
526551	4
4469833	10
526556	1
5719	4
652332	3
573563	3
573564	4
4469839	3
705917	3
144816	10
144814	7
144810	3
144811	10
2066056	6
660902	2
1511163	2
999477	4
824278	4
1768801	1
222895	4
830280	5
218995	1
439779	3
1146060	2
581549	4
589217	1
787448	3
1098775	2
581541	2
581540	5
581547	4
263070	3
2379289	6
4364549	7
1092351	4
819666	2
2874214	2
776415	2
819661	10
819663	4
2246555	4
2246553	12
163477	10
2329112	5
2250399	3
260428	4
4317969	10
260421	3
240514	3
895661	1
1108078	3
762423	5
357390	4
842016	5
16597	3
292851	6
292852	4
171881	2
3347387	3
161956	2
161957	4
4417036	2
3721370	3
1045103	4
1009307	4
88278	3
527601	3
177702	3
251702	1
527604	4
527606	8
832660	2
527608	1
171880	3
340622	2
235791	3
266323	3
1646976	2
671029	1
807486	2
4283390	3
2974757	2
831158	4
839363	2
586019	1
2702262	1
839366	1
4477978	2
706918	2
586014	1
586015	2
159743	3
657464	1
4202439	5
4338062	10
1135380	2
1135381	7
368027	2
1135387	2
368025	4
1551425	2
4464787	3
149001	3
149006	6
873847	2
350036	6
4374050	2
4374051	2
499035	5
851811	5
350946	3
350943	2
350942	3
350940	7
288992	10
1002461	7
29902	5
4359795	4
513648	2
4403331	4
513645	3
513644	2
513640	5
575100	7
575101	6
4458823	3
575107	2
4409494	2
264536	6
3345627	5
4409499	4
412392	3
369379	6
4443141	2
4423750	3
785026	3
4377508	2
824973	10
824974	2
4012190	5
349857	4
4377500	3
155845	2
349854	4
4377505	2
4377504	2
4377507	2
4377506	2
3471809	2
678071	2
364074	4
255407	2
1141687	1
1141681	4
1141683	9
849162	5
849160	5
191016	1
849164	1
734938	2
2416354	4
156278	4
4423752	1
2195797	1
4404374	2
4371996	3
167841	6
156577	1
178775	3
156578	2
170193	2
1100313	2
4272404	1
4272405	1
4272406	1
263308	2
4272401	2
2349175	10
4272403	2
4423753	2
145536	2
1108120	4
263307	3
235127	3
263301	3
1108124	1
168397	3
1211	1
4355552	2
1215	1
4402465	4
23644	2
319461	2
1516654	1
4474516	4
4474517	3
4474514	4
4474515	1
4474512	2
4474513	9
3344026	2
1105499	2
1137529	4
1105493	6
1105492	1
1105494	1
4253984	6
571905	9
235125	5
771360	2
571908	5
4407527	2
163474	10
78428	2
1015470	12
826271	1
196219	5
365301	5
3324203	3
196212	1
196211	1
196210	4
1119609	2
196215	1
967239	5
671816	3
666521	3
2953174	5
952111	2
580081	2
541711	1
882139	5
580087	1
541715	1
189042	3
189043	2
189045	4
189048	1
331822	4
4374332	1
227854	1
227856	3
227853	9
1138877	1
1912125	2
4327373	4
4327371	6
565457	1
1138879	2
160493	6
160497	4
160498	3
9668	7
760806	2
196164	2
3495541	2
3495540	3
683241	4
303843	4
878103	5
878104	5
303844	6
303845	4
196168	3
1014707	1
114708	6
3866597	3
144679	2
114701	1
114700	4
297128	10
922698	2
104358	2
536253	5
104352	3
105088	1
105089	3
105081	2
1025997	5
535784	4
369590	1
4428279	5
2195960	1
4309588	3
1108692	2
4314006	3
1123848	2
579599	4
141911	2
4316132	4
533550	7
2848995	3
274095	1
274091	5
274093	2
962495	4
274098	2
1108699	3
682193	2
4309582	3
885214	5
310653	3
2673404	3
4309584	3
727339	4
885219	3
915156	1
1039981	5
4309586	3
342472	2
255077	3
194233	8
541608	3
194231	6
194236	4
580196	4
295780	3
295782	1
295785	2
99114	5
99116	2
168800	1
446801	5
4467584	2
2391105	1
293174	2
4303877	3
293176	3
293177	1
532203	1
293172	6
293173	4
293178	2
578649	4
532208	2
4329275	2
4340358	5
4395320	2
4340354	2
1017421	2
1120146	2
2526443	4
2526440	10
4335842	4
2089884	2
2526444	4
113866	3
113865	1
113861	2
113860	2
583705	3
4481436	1
531574	6
955336	6
531570	5
724681	3
346116	4
1966337	3
2148689	4
346119	4
346118	4
347243	5
347244	1
347247	6
1091321	3
1769406	3
3703469	3
176181	2
1769407	3
917177	5
1128724	2
189873	3
197761	4
1115298	10
4311216	4
189877	1
255072	4
197766	2
197767	1
197768	1
197769	6
189879	3
189878	6
617900	2
193075	3
445575	3
1147322	2
445570	3
569520	4
227947	2
137572	2
716059	2
137577	10
4461323	9
4461322	10
4461327	1
4461325	10
4461324	1
562603	2
553372	2
562604	2
342749	3
73046	1
1127495	2
1127491	4
815799	6
1127493	5
815794	3
815796	3
815790	3
4480746	4
4480747	3
4480740	2
229667	1
287441	2
172528	6
287445	1
2089436	9
228537	4
4099	3
274116	3
524627	5
524626	3
524625	3
157652	4
188583	2
188587	4
188588	1
3189210	4
3189212	1
370732	3
132438	3
857992	4
4344503	4
4437814	5
186520	1
186521	3
186524	1
186526	3
25832	5
186528	1
1755091	3
145619	5
244231	2
244237	2
244236	3
244234	9
4361455	2
136222	3
3807100	2
350071	3
136227	2
520291	3
4467506	1
101640	2
563550	4
593482	4
198190	5
563556	2
593486	4
563558	5
563559	3
4450059	2
852012	3
852010	2
852011	3
1145930	6
137051	3
4013241	1
643385	2
643382	5
643383	2
1106880	4
248695	9
248699	1
817933	1
817930	4
817931	3
817937	2
817935	4
140391	5
933042	2
140393	6
4393554	2
933046	2
286716	4
140398	3
171872	4
1116171	3
4382535	6
1116174	2
4382537	6
131164	3
277188	4
131162	2
4465519	3
277183	3
277182	3
323576	2
4465517	2
277186	2
277185	4
277184	1
2462250	5
1103940	2
177090	1
527192	4
527194	4
527195	1
527196	2
1778842	2
726843	2
326446	2
2321114	4
247767	2
184584	3
4311989	3
142299	1
184580	6
184581	3
703165	6
223560	3
653789	10
653788	2
336345	7
184589	1
336346	1
4365920	4
4365922	5
4316062	4
821704	3
821705	2
821701	3
836389	2
342027	1
820070	4
836386	9
358464	5
4383666	3
358466	1
4383664	3
358461	3
4383661	2
4383660	3
905012	6
358468	2
358469	2
3842834	3
2441349	2
320009	1
856215	7
320005	2
1076116	4
320003	2
320002	2
200664	3
513335	4
4411338	3
513332	2
513331	1
513330	3
4369971	3
4369970	3
200668	2
329529	4
329528	3
521907	4
521901	6
830978	2
1061437	3
329520	1
246499	2
4414674	2
743835	1
4414676	2
4414670	2
4448720	1
295663	1
4430351	3
4430354	2
246494	5
4430356	1
716887	1
587212	2
4392113	10
587214	2
4392111	9
292670	4
587219	3
209238	1
4401490	8
584746	7
584744	5
285435	6
584742	3
134487	2
575223	2
575222	2
575225	2
1147576	2
575226	1
324654	3
837473	3
4401494	3
4422679	3
788092	2
837476	1
739286	1
360974	1
739283	1
275214	4
243519	2
693580	4
582597	4
146574	3
582591	6
582590	3
146571	3
146570	3
2120778	6
242649	1
4414711	1
583242	2
242643	2
242644	4
242645	3
583244	4
583245	5
203314	2
326874	8
516768	4
326873	2
203313	3
785340	2
87668	1
41603	2
4431007	3
629652	4
218650	4
218653	2
3454100	3
275216	6
218659	4
275931	3
275936	3
275937	7
297074	4
4380587	7
818878	1
311786	4
1016118	3
311785	3
818872	3
195855	4
311788	3
195857	3
1140366	4
818877	3
4380589	6
1007278	2
239375	4
935073	3
3308416	2
1043408	4
284387	2
1007272	2
4376161	12
732702	2
4376167	6
574176	5
325524	3
574174	10
574175	5
325521	7
325520	3
1078765	4
525109	2
226377	3
1115885	4
226375	2
226373	4
226370	2
4311394	4
732706	5
3594442	3
1115889	6
848543	1
778199	5
778196	2
778191	8
461795	4
58315	2
958185	2
1002983	4
580530	2
4346872	2
580535	4
294528	8
580539	10
580538	1
438306	1
438304	3
197080	6
222807	6
549497	2
549496	2
549499	4
58313	4
34681	4
150268	3
318205	3
261631	1
261637	2
318202	3
776593	5
150261	3
261638	3
150264	2
811516	4
310432	5
310431	2
811515	2
307723	1
811513	8
4312837	4
4312838	5
310439	5
294521	4
811519	4
215943	2
4475154	5
4475157	2
2412495	7
2412494	10
160968	4
5693	1
5690	1
207947	2
4406944	3
170353	4
4406946	4
4406948	1
266171	3
266173	3
321107	4
4405417	2
169960	9
4405415	3
303568	2
2197897	3
895186	4
1120587	4
3511168	4
830128	7
4482666	3
581668	1
830122	2
581667	4
4426972	3
581662	4
839446	5
706894	8
839445	4
1589978	5
1589976	8
260582	3
880229	6
260587	2
260586	2
153790	2
153794	2
842197	4
254079	7
842193	3
842190	1
148251	3
888414	3
148256	2
102825	3
82935	4
155563	3
321103	2
4316486	3
534926	1
154211	1
534921	1
2882509	3
2128800	1
2128801	5
542140	2
118246	3
2128805	5
321102	5
2128807	3
2046416	8
332276	2
1028632	7
198720	3
198725	3
840765	2
559745	3
512816	2
512811	1
190539	3
512812	1
190534	6
190536	3
190531	3
193849	4
633074	4
193844	3
193846	1
193841	2
193840	2
193842	1
9238	10
1135026	1
9236	10
9232	10
9233	9
887947	4
4362288	4
4446938	3
4446937	3
4446936	2
78204	6
1137016	5
1137888	4
530502	3
53467	6
238886	2
1138534	4
1138535	4
4418665	2
731049	1
4314228	1
560389	2
560386	2
560381	2
1128102	1
4481189	2
4481188	1
1128104	2
4350213	4
4481187	4
4481181	4
4481180	4
757783	2
701770	1
157541	4
157542	2
157545	3
157546	4
143523	3
4408900	3
101057	2
4467248	2
4355196	1
978693	2
4355195	1
3802507	3
4355191	4
222219	2
1962473	3
253183	2
217979	2
158846	4
217971	3
217972	2
1136590	6
1144816	4
268129	2
268128	2
268125	1
268124	3
79151	5
4294894	1
268121	3
268123	3
728153	4
4407481	5
54116	1
291269	7
2550284	2
2550289	6
291263	4
291266	6
291267	4
356088	3
356089	6
4313944	4
4313943	2
4313942	3
216451	2
106838	2
106839	4
566078	3
847480	7
258434	4
258435	3
258437	3
4397189	2
4397187	3
4397186	2
4397185	5
258438	3
4459645	4
340234	6
188219	8
1013342	5
340230	3
4459643	3
165051	4
165050	3
340238	4
188215	3
188216	4
165054	2
4354245	3
4354247	4
4459641	4
4354243	7
4354242	6
2389436	2
4459640	2
4354249	3
413168	3
817451	2
7397	5
1105758	4
4474493	3
1105757	1
4474491	3
4474490	4
4310410	5
817453	2
1105751	4
817452	1
509360	2
1110391	2
4311936	1
4311937	3
172354	3
275859	3
3176015	2
4484466	7
4484460	10
607251	3
6721	3
529829	6
4415048	2
4453682	1
965038	5
529824	4
529825	1
4467992	4
355578	7
355573	1
355574	3
355576	4
4410198	2
4410199	5
631007	1
4410195	2
4410196	4
713502	2
4410193	1
3093663	4
259740	2
984032	3
259749	3
210245	10
341545	1
166509	2
341540	3
341543	3
4345921	7
341548	3
4345928	9
4353734	5
1135819	2
1135814	2
1135815	5
1135812	4
1135813	6
328929	1
546351	4
579419	3
579412	5
579413	3
1939595	2
292105	4
4467100	2
1756253	1
759318	2
849986	2
468400	3
354622	3
354620	2
4156025	2
991375	6
695606	5
236566	1
279431	1
346262	1
4026010	5
4026011	5
4026012	4
4026014	3
4026015	2
4026016	3
4026017	5
1039828	1
279432	2
4454962	4
1127323	3
279434	1
4464953	5
736733	3
736735	7
204147	6
4408152	3
250096	2
204148	2
279436	2
250093	3
250090	6
1142233	2
360348	1
2486075	1
2486072	4
4400367	2
4400364	3
2862502	4
4400369	2
2092290	7
4347784	10
329050	5
4347780	2
564386	6
329058	3
688800	4
962354	2
551819	1
1572788	2
952163	5
4343296	3
143930	3
143931	5
222608	3
143933	3
3781771	3
143938	3
143939	4
4431534	2
185969	1
214651	4
679503	2
4337951	10
185961	3
3707872	4
563858	3
346094	3
823231	2
4414006	1
4391118	2
4391119	2
4391116	4
563853	2
685785	2
346098	4
563856	3
681739	4
267846	7
4455616	3
194372	4
194373	4
83514	2
194371	1
335721	2
4455618	4
4411643	2
722776	1
615896	3
251325	3
251323	2
251321	4
1739033	10
278758	4
1069816	3
4298899	3
4298898	5
4298895	4
4298892	2
4394095	3
3486529	1
569283	1
138963	2
3486521	4
4394099	3
814363	3
641883	4
814365	3
2471826	5
4343297	3
275483	3
159977	7
4416168	3
822187	6
680060	1
753908	10
333130	2
2485755	2
338880	6
338883	1
3701020	2
3701021	2
3701023	2
3701024	3
338889	4
2485758	3
147134	3
189937	4
189933	1
226606	2
1138027	2
226605	2
189938	5
144440	6
166728	2
326116	5
4373419	3
100413	5
100411	2
1112833	2
100418	2
1112830	3
137438	3
4332202	2
218451	3
4373418	2
72465	5
241638	4
241639	3
816982	4
816984	3
816985	3
241633	3
241636	2
241637	3
86032	5
1111561	2
1111562	3
4115	3
159244	3
713656	2
713654	3
276172	3
198983	1
1085480	3
934634	5
366805	3
1648367	2
4398897	4
4370463	4
101954	2
3780247	2
624858	2
177359	3
527253	10
177352	2
527250	4
101957	4
39516	2
244376	3
244377	3
404978	5
244375	2
57466	3
337778	5
329884	2
337774	1
329882	2
329883	2
329880	1
329881	1
3609502	3
1625580	1
905578	5
2999282	3
57469	3
592897	3
592891	2
592898	10
248714	3
522750	4
942193	3
1048210	4
248713	1
522759	4
1133760	4
248718	2
140216	5
933365	3
140210	4
3317313	2
140213	3
1116036	3
1116035	1
125802	2
1116030	2
308230	4
4378677	2
4465494	4
277228	4
308237	9
4465499	10
4465498	9
277224	3
3360743	1
489650	7
344683	5
277220	3
277221	5
4473474	3
4368944	3
4473476	4
4473477	3
4473478	4
392407	1
3203182	3
328598	1
810109	3
510721	4
510723	4
594063	9
647836	2
647833	3
4433707	2
4433704	3
667880	2
561826	4
561824	3
4375174	9
326537	2
4348646	2
1712296	2
587394	3
587395	4
587396	2
587397	3
628802	3
587391	1
4349993	2
4349991	2
4349997	3
4349996	3
4349995	1
4349994	2
4338438	3
4330224	1
4330226	1
594068	1
396239	3
4338431	2
836265	4
4330229	1
836262	2
836260	4
4323939	4
1134231	1
523407	4
523404	4
4323932	3
1134235	4
1134234	5
1134237	2
1134236	2
141167	2
189539	1
589745	2
141160	2
890218	2
341913	3
4418356	6
663258	10
367995	3
70446	3
822750	10
1109043	1
1109040	2
1117904	2
4470925	4
746037	2
4470923	1
189530	1
4470921	2
4470920	2
543569	2
543568	3
4191770	3
690962	1
543566	2
208519	1
274946	3
274943	4
4476189	8
274941	1
4469671	4
4476186	4
4469673	7
4303743	2
4303744	2
3088566	2
4303746	2
2778004	1
2695588	1
273059	3
556375	3
556376	1
556372	2
790708	1
4330004	2
4333754	3
331119	2
324591	9
324590	2
324597	1
4377153	2
324595	3
324594	2
524703	4
324598	1
4333759	1
1888072	1
71710	4
538471	4
538470	3
820945	4
849533	4
1106621	5
849535	4
4434860	9
4434861	1
1110417	1
1110412	8
2065909	2
1110419	2
1110418	2
540038	2
156920	3
156923	2
331117	3
156926	5
540033	1
660502	3
540036	5
180502	2
549514	8
549517	4
258188	2
4356537	5
258187	5
258180	2
345728	3
1841529	4
1031942	6
4474123	9
2406759	5
214932	1
306359	6
4474126	5
3270030	2
336043	4
306355	7
306356	5
306351	1
306350	3
306353	2
4407976	4
4407977	2
4407974	4
4376286	2
1111339	2
267107	2
4407970	7
267105	1
4321799	9
4321798	5
4361601	1
4361600	3
4361602	3
4447605	4
357609	1
729598	1
296042	3
296041	4
296040	4
778650	3
296045	5
296044	2
544643	2
544647	2
968085	2
848669	4
12569	3
12568	3
733712	2
2819850	2
12561	3
12560	3
12562	3
511863	1
1006254	4
4385562	10
2100829	2
918237	2
740690	4
957330	3
956068	3
4386030	10
556659	6
511866	3
310028	2
631796	2
4311303	6
546867	2
2499912	3
184661	6
310574	4
2029418	4
310573	2
227403	2
227405	4
227404	4
4475292	4
1146352	8
4475290	2
3029873	2
2325811	2
307080	6
307086	5
307087	6
73330	5
335848	1
1037037	3
74451	3
571799	3
571798	2
335847	2
335846	4
335844	4
816163	2
356956	1
356954	5
356955	3
356950	2
545518	8
545519	3
545511	3
545515	2
119416	7
649969	1
4424598	6
4470116	3
4470117	8
4470114	1
4470115	4
4451712	2
247858	1
247852	3
247851	2
247856	2
247854	2
49131	2
951599	4
351351	4
923114	4
2123215	3
167163	1
167165	7
167164	6
167166	1
4365038	7
192618	1
442300	4
573656	8
1137924	1
1137925	3
1137926	3
1137927	2
578217	3
578216	4
1137923	2
327642	1
567752	5
567753	3
736632	3
2808306	1
17000	1
2808304	2
879688	3
52677	3
289348	6
396611	6
4482555	2
289341	3
60760	3
289344	2
60765	2
235558	3
235556	7
768514	7
4467602	3
907843	4
659111	2
4467603	3
396619	2
143832	3
4409978	4
143834	1
143839	3
143838	2
4409971	7
4409973	9
1145070	1
815684	7
1145075	6
1145079	2
421066	5
195342	4
195343	3
4362565	6
195346	1
195347	3
4362568	2
269199	2
269198	3
698842	3
4412862	1
4412863	1
4412860	2
4412867	1
224386	6
290075	1
290079	1
111887	3
111886	5
111885	2
222286	4
530591	3
731367	5
4391686	1
4391687	6
4391684	5
4391685	1
4391682	2
4391683	3
840277	5
4391681	2
840279	5
955743	3
1127208	10
4390555	2
4390554	3
4390557	2
847728	1
847729	3
4390559	2
1127768	3
2740773	3
4020165	4
986513	3
114901	1
626822	3
114903	3
114902	5
338718	2
845389	3
114909	4
338715	2
338710	5
338711	6
919490	5
584832	2
584833	5
147488	3
521037	4
147484	8
4355012	3
147486	3
222289	3
330524	2
4299696	9
4234522	2
273325	3
586557	2
273321	2
684643	2
333874	1
333877	4
910805	6
67808	4
728052	1
2735175	1
67802	2
67800	2
233435	3
1121398	2
1099197	3
717565	2
335097	4
815343	3
815342	2
356164	5
815346	1
815345	2
4417541	4
4417546	1
1037526	3
365431	1
4397025	4
4397026	3
4397022	2
4397023	3
921185	2
3413001	3
2172153	2
2172155	2
188677	1
3900421	4
1039584	7
165152	9
165153	9
151283	1
151282	3
446691	4
225825	3
188675	3
225823	2
844037	4
4344951	7
320629	2
4401719	2
924606	3
924602	5
3596007	3
1054531	5
145220	3
145226	4
891989	7
101218	2
101210	4
101217	2
101216	2
101215	3
593078	5
343848	4
343847	3
343844	3
593077	3
183870	5
183873	1
327242	4
579829	4
4307089	4
2310356	2
4027246	4
4307086	2
592307	2
4307084	8
592301	3
4307082	8
592303	7
104197	7
4346000	4
536095	2
104193	3
589029	1
4410017	5
536090	2
589024	5
4410018	3
589027	2
589021	5
589022	6
536098	3
3880682	3
3880683	4
737344	4
3880686	2
3880687	4
3880684	3
253223	3
140764	5
140767	4
140760	3
140761	8
3075356	2
140763	6
4028549	1
4409129	2
4444200	4
3888455	1
3888454	3
4028544	1
4400447	1
328206	3
4400445	1
4400442	2
4400441	2
4400440	3
309070	4
520222	4
2867949	4
520220	4
74387	5
520228	5
2867946	2
2867944	2
223054	4
223056	7
223059	1
142948	1
142949	2
4334501	7
4334502	7
4483092	6
4483095	3
4483097	1
2081389	3
4435326	5
4337856	10
4337852	4
4439158	2
84144	1
535545	3
645324	1
535547	1
780712	12
105248	1
535549	4
270007	2
250754	2
250757	8
660122	1
141418	2
250753	2
797086	2
141414	2
141416	5
226220	2
2010530	3
891011	3
1110071	4
1110070	4
4394426	6
2944500	3
3544722	1
139951	4
1112572	2
1112570	2
1112571	2
1112575	3
592033	2
1105514	3
209122	3
209124	4
953500	3
4461413	5
809307	3
809305	3
4331510	2
809303	12
809300	2
809301	3
814282	2
814285	4
275560	4
837004	1
3658558	3
837000	2
285868	4
837003	12
285864	1
936914	2
352830	2
837009	5
685661	2
4302066	4
172923	3
172929	3
172928	1
102735	2
102734	2
314320	3
4328401	5
102733	3
534639	2
4328409	4
83498	3
3467025	2
662055	2
2621378	4
185798	1
825819	3
132136	1
1011476	2
33872	2
130703	1
1113220	3
1127419	6
591029	3
715901	5
1113226	2
1113229	1
3763088	2
591020	4
549069	7
828813	3
1126396	2
4305011	5
1007605	3
1110554	2
648242	2
648240	1
974360	5
4341041	2
4341040	2
974364	5
611119	5
135899	1
517738	4
611110	4
1143359	3
325958	6
527851	2
4423498	10
1792751	3
4418480	2
1116896	3
789314	7
1792755	2
325957	1
916426	4
170786	3
4373405	5
526080	5
526082	4
869166	5
4361197	3
272562	8
2406618	9
949926	4
4318692	10
4371270	3
4371273	2
4318691	2
916783	2
4318694	6
740322	2
740323	5
4333371	3
588131	3
588130	3
334363	2
588138	2
2309262	3
363513	4
1587366	5
239277	8
239275	2
2999126	3
680744	3
574121	2
4460058	2
561256	1
1132317	6
4439836	1
4439837	5
1051230	4
4439831	4
1111684	3
1111686	3
811943	1
811942	2
4342534	3
4342535	2
1111689	4
4342531	1
3808430	7
1793401	2
180517	4
180516	4
180513	8
180511	3
70689	5
2902872	3
4472262	5
817861	1
4384016	2
4477066	2
557417	3
238626	2
574122	4
558898	3
329925	4
329927	4
4477065	2
4375037	2
3781975	2
4375032	2
238620	1
650287	5
2100502	1
4375039	2
839095	4
839091	1
4461601	4
829790	1
829797	1
1120222	1
3560828	2
